Wave	Osc
107.050000000000	0.0427800000000000
108.458000000000	0.227000000000000
109.493000000000	0.0420500000000000
121.468000000000	0.0299400000000000
122.497000000000	0.340430000000000
123.589000000000	0.209770000000000
124.822000000000	0.179670000000000
129.392000000000	3.00000000000000e-05
130.442000000000	6.00000000000000e-05
132.176000000000	0.199060000000000
133.305000000000	0.105840000000000
141.607000000000	0.333840000000000
142.978000000000	0.105110000000000
145.196000000000	0.000100000000000000
146.453000000000	0.000100000000000000
150.302000000000	0.000390000000000000
152.377000000000	0.742500000000000
153.418000000000	0.386040000000000
154.427000000000	0.307490000000000
155.428000000000	0.320530000000000
157.008000000000	0.0392000000000000
158.373000000000	0.000490000000000000
160.173000000000	1.00000000000000e-05
182.274000000000	0.192150000000000
187.644000000000	0.000220000000000000
189.001000000000	0.0799000000000000
190.722000000000	3.00000000000000e-05
192.581000000000	0.000400000000000000
198.071000000000	0.0953100000000000
199.759000000000	0.188250000000000
205.483000000000	0.184000000000000
212.700000000000	1.00000000000000e-05
214.730000000000	2.00000000000000e-05
216.717000000000	1.00000000000000e-05
257.747000000000	2.00000000000000e-05
268.066000000000	2.00000000000000e-05
271.701000000000	0.00881000000000000
275.430000000000	4.00000000000000e-05
278.109000000000	2.00000000000000e-05
280.929000000000	1.00000000000000e-05
282.095000000000	3.00000000000000e-05
283.267000000000	1.00000000000000e-05
291.834000000000	4.00000000000000e-05
292.866000000000	0.00607000000000000
302.601000000000	0.00175000000000000
304.932000000000	2.00000000000000e-05
306.769000000000	0.00563000000000000
354.822000000000	1.00000000000000e-05
381.454000000000	0.0313500000000000
418.932000000000	1.00000000000000e-05
420.444000000000	1.00000000000000e-05
433.714000000000	3.00000000000000e-05
438.861000000000	2.00000000000000e-05
440.838000000000	0.0383100000000000
443.092000000000	1.00000000000000e-05
448.467000000000	0.0601400000000000
449.838000000000	0.0213200000000000
452.086000000000	0.00140000000000000
453.125000000000	0.00278000000000000
455.971000000000	1.00000000000000e-05
466.398000000000	6.00000000000000e-05
469.228000000000	0.00379000000000000
471.447000000000	0.0168300000000000
474.344000000000	0.00453000000000000
481.107000000000	1.00000000000000e-05
482.823000000000	4.00000000000000e-05
500.988000000000	0.00232000000000000
503.474000000000	0.00506000000000000
512.752000000000	6.00000000000000e-05
515.308000000000	0.00686000000000000
517.598000000000	8.00000000000000e-05
518.814000000000	0.00881000000000000
520.665000000000	0.00394000000000000
521.851000000000	0.00649000000000000
525.479000000000	1.00000000000000e-05
528.857000000000	7.00000000000000e-05
549.927000000000	0.000550000000000000
552.537000000000	0.00138000000000000
553.636000000000	0.00232000000000000
557.686000000000	0.00249000000000000
560.370000000000	2.00000000000000e-05
561.500000000000	0.00399000000000000
562.689000000000	0.00103000000000000
563.872000000000	2.00000000000000e-05
565.017000000000	0.000690000000000000
566.616000000000	0.000460000000000000
567.772000000000	0.00232000000000000
569.236000000000	0.000650000000000000
570.517000000000	5.00000000000000e-05
572.693000000000	0.000110000000000000
574.216000000000	0.000220000000000000
575.403000000000	0.000420000000000000
576.625000000000	3.00000000000000e-05
581.112000000000	0.00319000000000000
583.633000000000	0.00469000000000000
584.992000000000	0.00278000000000000
588.548000000000	0.000130000000000000
592.790000000000	0.00177000000000000
593.900000000000	0.00197000000000000
595.705000000000	2.00000000000000e-05
609.621000000000	0.0132900000000000
610.651000000000	0.00163000000000000
616.336000000000	1.00000000000000e-05
630.051000000000	1.00000000000000e-05
634.155000000000	4.00000000000000e-05
635.215000000000	0.000110000000000000
642.750000000000	0.00222000000000000
652.775000000000	0.00167000000000000
654.311000000000	0.00262000000000000
655.596000000000	0.000670000000000000
666.523000000000	0.00260000000000000
671.970000000000	6.00000000000000e-05
688.925000000000	7.00000000000000e-05
702.394000000000	0.0156900000000000
703.476000000000	0.117930000000000
725.020000000000	3.00000000000000e-05
732.286000000000	7.00000000000000e-05
739.211000000000	0.000260000000000000
750.124000000000	1.00000000000000e-05
752.152000000000	1.00000000000000e-05
762.995000000000	2.00000000000000e-05
778.433000000000	0.000120000000000000
797.132000000000	0.0752900000000000
798.233000000000	0.0792200000000000
800.258000000000	0.0767000000000000
828.121000000000	0.444110000000000
829.442000000000	0.000590000000000000
830.728000000000	0.00144000000000000
849.185000000000	6.00000000000000e-05
850.578000000000	5.00000000000000e-05
851.774000000000	3.00000000000000e-05
855.791000000000	0.350440000000000
857.085000000000	0.264640000000000
865.348000000000	0.678890000000000
866.748000000000	0.568980000000000
869.900000000000	4.00000000000000e-05
872.332000000000	0.00883000000000000
873.346000000000	0.0113500000000000
879.949000000000	1.00000000000000e-05
913.873000000000	9.00000000000000e-05
925.689000000000	2.00000000000000e-05
933.288000000000	0.0197900000000000
940.510000000000	0.583240000000000
941.689000000000	0.665420000000000
953.161000000000	0.738910000000000
954.667000000000	0.0306400000000000
956.449000000000	0.000190000000000000
961.625000000000	0.619270000000000
966.589000000000	1.26910000000000
968.300000000000	0.619670000000000
976.387000000000	0.0536700000000000
977.499000000000	0.0219100000000000
980.268000000000	0.166500000000000
981.850000000000	0.113890000000000
983.735000000000	0.0169500000000000
986.829000000000	0.0447700000000000
989.066000000000	0.0606600000000000
990.196000000000	0.0115700000000000
991.394000000000	3.00000000000000e-05
994.194000000000	0.244000000000000
996.940000000000	0.130300000000000
1002.11000000000	0.00110000000000000
1004.55000000000	0.000450000000000000
1010.23100000000	0.00189000000000000
1011.38300000000	0.000940000000000000
1035.33500000000	0.282520000000000
1036.99900000000	0.301950000000000
